Date,High,Low,Open,Close,Volume,Adj Close
2021-02-26,83400.0,82000.0,82800.0,82500.0,38520800.0,81386.09375
2021-03-02,85300.0,83000.0,85100.0,83600.0,33498180.0,82471.234375
2021-03-03,84000.0,82800.0,83500.0,84000.0,19882132.0,82865.8359375
2021-03-04,83200.0,82200.0,82600.0,82400.0,24348331.0,81287.4375
2021-03-05,82600.0,81100.0,81100.0,82100.0,20508971.0,80991.4921875
2021-03-08,83000.0,81600.0,82900.0,82000.0,17641256.0,80892.8359375
2021-03-09,81900.0,80600.0,81400.0,81400.0,25420764.0,80300.9453125
2021-03-10,82500.0,80700.0,82400.0,80900.0,20038422.0,79807.6875
2021-03-11,82500.0,81000.0,81000.0,82000.0,23818297.0,80892.8359375
2021-03-12,83500.0,82400.0,83100.0,82800.0,13530573.0,81682.0390625
2021-03-15,82900.0,81800.0,82800.0,81800.0,13735798.0,80695.546875
2021-03-16,83000.0,82100.0,82200.0,82800.0,12293537.0,81682.0390625
2021-03-17,82900.0,82000.0,82800.0,82300.0,11625146.0,81188.78125
2021-03-18,83800.0,82600.0,82800.0,82900.0,18585244.0,81780.6875
2021-03-19,82500.0,81800.0,82100.0,81900.0,15869700.0,80794.1875
2021-03-22,82300.0,81700.0,82000.0,82000.0,12670506.0,80892.8359375
2021-03-23,82900.0,81800.0,82600.0,81800.0,13299907.0,80695.546875
2021-03-24,81600.0,80700.0,81000.0,81000.0,17926638.0,79906.34375
2021-03-25,82100.0,80800.0,81000.0,81200.0,14758826.0,80103.6328125
2021-03-26,81600.0,81000.0,81400.0,81500.0,12845778.0,80399.5859375
2021-03-29,81700.0,81000.0,81700.0,81600.0,14952134.0,80498.2421875
2021-03-30,82300.0,81300.0,81600.0,82200.0,13121698.0,81450.4765625
2021-03-31,82700.0,81400.0,82400.0,81400.0,17240518.0,80657.7734375
2021-04-01,83000.0,82000.0,82500.0,82900.0,18676461.0,82144.09375
2021-04-02,85200.0,83900.0,84000.0,84800.0,22997538.0,84026.7734375
2021-04-05,86000.0,84800.0,85800.0,85400.0,16255990.0,84621.296875
2021-04-06,86200.0,85100.0,86200.0,86000.0,19042023.0,85215.828125
2021-04-07,86200.0,85400.0,86100.0,85600.0,17885538.0,84819.4765625
2021-04-08,85700.0,84100.0,85700.0,84700.0,19244259.0,83927.6796875
2021-04-09,84900.0,83400.0,84700.0,83600.0,18193707.0,82837.7109375
2021-04-12,84100.0,83100.0,84100.0,83200.0,12915282.0,82441.3671875
2021-04-13,84500.0,82800.0,83000.0,84000.0,15238206.0,83234.0625
2021-04-14,84300.0,83400.0,84000.0,84000.0,13794652.0,83234.0625
2021-04-15,84500.0,83400.0,83700.0,84100.0,16377412.0,83333.15625
2021-04-16,84700.0,83600.0,84700.0,83900.0,15429522.0,83134.9765625
2021-04-19,84000.0,83300.0,83800.0,83300.0,15287311.0,82540.4453125
2021-04-20,84000.0,83100.0,83300.0,83900.0,15521965.0,83134.9765625
2021-04-21,83500.0,82500.0,83300.0,82600.0,21636079.0,81846.828125
2021-04-22,83000.0,82400.0,82900.0,82400.0,13934746.0,81648.65625
2021-04-23,82900.0,81600.0,81900.0,82800.0,17805080.0,82045.0078125
2021-04-26,83500.0,82600.0,82900.0,83500.0,15489938.0,82738.625
2021-04-27,83300.0,82500.0,83200.0,82900.0,12941533.0,82144.09375
2021-04-28,83200.0,82100.0,83200.0,82100.0,15596759.0,81351.390625
2021-04-29,82500.0,81500.0,82400.0,81700.0,20000973.0,80955.0390625
2021-04-30,82100.0,81500.0,81900.0,81500.0,18673197.0,80756.859375
2021-05-03,82400.0,81000.0,81000.0,81700.0,15710336.0,80955.0390625
2021-05-04,82600.0,81800.0,81900.0,82600.0,12532550.0,81846.828125
2021-05-06,82300.0,81700.0,81700.0,82300.0,17047511.0,81549.5703125
2021-05-07,82100.0,81500.0,81800.0,81900.0,14154882.0,81153.21875
2021-05-10,83500.0,81800.0,82300.0,83200.0,19385027.0,82441.3671875
2021-05-11,82600.0,81100.0,82500.0,81200.0,28996680.0,80459.6015625
2021-05-12,81200.0,79800.0,80800.0,80000.0,35812268.0,79270.5390625
2021-05-13,79600.0,78400.0,78900.0,78500.0,31490096.0,77784.21875
2021-05-14,80300.0,78900.0,79000.0,80100.0,16450920.0,79369.625
2021-05-17,80900.0,79200.0,80800.0,79600.0,17740855.0,78874.1875
2021-05-18,80000.0,79100.0,79600.0,79600.0,17494407.0,78874.1875
2021-05-20,79700.0,79100.0,79400.0,79500.0,16541828.0,78775.09375
2021-05-21,81500.0,79800.0,80100.0,80100.0,20961714.0,79369.625
2021-05-24,80400.0,79500.0,80100.0,79700.0,13398666.0,78973.2734375
2021-05-25,80400.0,79800.0,80000.0,79900.0,13628942.0,79171.453125
2021-05-26,80500.0,79700.0,80400.0,79800.0,11984359.0,79072.3671875
2021-05-27,80000.0,79100.0,80000.0,79600.0,23198510.0,78874.1875
2021-05-28,80400.0,79400.0,79800.0,80100.0,12360199.0,79369.625
2021-05-31,80600.0,79600.0,80300.0,80500.0,13321324.0,79765.984375
2021-06-01,81300.0,80100.0,80500.0,80600.0,14058401.0,79865.0703125
2021-06-02,81400.0,80300.0,80400.0,80800.0,16414644.0,80063.2421875
2021-06-03,83000.0,81100.0,81300.0,82800.0,29546007.0,82045.0078125
2021-06-04,82700.0,81500.0,82700.0,82200.0,18112259.0,81450.4765625
2021-06-07,82800.0,81600.0,82700.0,81900.0,16496197.0,81153.21875
2021-06-08,82600.0,81800.0,82300.0,81900.0,12781226.0,81153.21875
2021-06-09,82000.0,81100.0,81500.0,81100.0,14908823.0,80360.5078125
2021-06-10,81400.0,80900.0,81300.0,81000.0,17586995.0,80261.421875
2021-06-11,81700.0,80700.0,81200.0,81000.0,14087962.0,80261.421875
2021-06-14,80900.0,80500.0,80800.0,80500.0,10550078.0,79765.984375
2021-06-15,81200.0,80600.0,80900.0,80900.0,10075685.0,80162.328125
2021-06-16,81900.0,81100.0,81500.0,81800.0,14999855.0,81054.125
2021-06-17,81300.0,80700.0,81100.0,80900.0,14007385.0,80162.328125
2021-06-18,81100.0,80500.0,81100.0,80500.0,14916721.0,79765.984375
2021-06-21,80000.0,79600.0,79700.0,79900.0,16063340.0,79171.453125
2021-06-22,80300.0,79900.0,80200.0,80000.0,11773365.0,79270.5390625
2021-06-23,80600.0,79900.0,80500.0,80100.0,13856548.0,79369.625
2021-06-24,81400.0,80100.0,80400.0,81200.0,18771080.0,80459.6015625
2021-06-25,81900.0,81200.0,81500.0,81600.0,13481405.0,80855.953125
2021-06-28,82000.0,81600.0,81700.0,81900.0,11578529.0,81153.21875
2021-06-29,82100.0,80800.0,81900.0,81000.0,15744317.0,80616.765625
2021-06-30,81400.0,80700.0,81100.0,80700.0,13288643.0,80318.1875
2021-07-01,80600.0,80000.0,80500.0,80100.0,13382882.0,79721.0234375
2021-07-02,80400.0,79900.0,80000.0,80000.0,8753097.0,79621.5
2021-07-05,80800.0,80000.0,80100.0,80400.0,8330969.0,80019.6015625
2021-07-06,81200.0,80500.0,80600.0,81200.0,12131651.0,80815.8203125
2021-07-07,81300.0,80300.0,81200.0,80800.0,15992202.0,80417.7109375
2021-07-08,81200.0,79900.0,81100.0,79900.0,16660998.0,79521.96875
2021-07-09,79800.0,79000.0,79600.0,79400.0,22720577.0,79024.3359375
2021-07-12,80000.0,79500.0,79900.0,79700.0,9768108.0,79322.9140625
2021-07-13,80200.0,79800.0,80000.0,79800.0,9863450.0,79422.4453125
2021-07-14,79600.0,79100.0,79400.0,79500.0,11575636.0,79123.859375
2021-07-15,80600.0,79500.0,79800.0,80600.0,13766279.0,80218.65625
2021-07-16,80100.0,79500.0,80100.0,79800.0,10859399.0,79422.4453125
2021-07-19,79200.0,78800.0,79100.0,79000.0,13155414.0,78626.2265625
2021-07-20,79000.0,78400.0,78500.0,79000.0,12456646.0,78626.2265625
2021-07-21,79100.0,78500.0,79000.0,78500.0,12355296.0,78128.59375
2021-07-22,79800.0,78900.0,79000.0,79700.0,12618790.0,79322.9140625
2021-07-23,79900.0,79200.0,79700.0,79300.0,9098910.0,78924.8046875
2021-07-26,79500.0,78800.0,79400.0,78800.0,10040975.0,78427.171875
2021-07-27,79400.0,78500.0,79200.0,78500.0,11427693.0,78128.59375
2021-07-28,79200.0,78100.0,78300.0,79200.0,12743417.0,78825.28125
2021-07-29,79400.0,78800.0,78800.0,79000.0,14360453.0,78626.2265625
2021-07-30,78900.0,78500.0,78900.0,78500.0,13823411.0,78128.59375
2021-08-02,79500.0,78700.0,79200.0,79300.0,11739124.0,78924.8046875
2021-08-03,81400.0,79300.0,79400.0,81400.0,24339360.0,81014.875
2021-08-04,83100.0,81800.0,82200.0,82900.0,25642368.0,82507.7734375
2021-08-05,83300.0,82000.0,83300.0,82100.0,18485469.0,81711.5625
2021-08-06,82500.0,81300.0,81900.0,81500.0,13342623.0,81114.3984375
2021-08-09,82300.0,80900.0,81500.0,81500.0,15522581.0,81114.3984375
2021-08-10,82400.0,80100.0,82300.0,80200.0,20362639.0,79820.546875
2021-08-11,79800.0,78500.0,79600.0,78500.0,30241137.0,78128.59375
2021-08-12,78200.0,76900.0,77100.0,77000.0,42365223.0,76635.6875
2021-08-13,76000.0,74100.0,75800.0,74400.0,61270643.0,74047.9921875
2021-08-17,75100.0,74000.0,74000.0,74200.0,30944847.0,73848.9375
2021-08-18,74600.0,73100.0,73900.0,73900.0,29192631.0,73550.359375
2021-08-19,74400.0,73100.0,73500.0,73100.0,22166298.0,72754.140625
2021-08-20,73900.0,72500.0,73500.0,72700.0,22364803.0,72356.03125
2021-08-23,74000.0,73000.0,73300.0,73300.0,19384648.0,72953.1953125
2021-08-24,75700.0,73900.0,73900.0,75600.0,21016913.0,75242.3125
2021-08-25,76600.0,74900.0,76200.0,75700.0,22319664.0,75341.84375
2021-08-26,76200.0,74600.0,76100.0,74600.0,16671494.0,74247.046875
2021-08-27,75000.0,73800.0,74300.0,74300.0,15172748.0,73948.4609375
2021-08-30,75500.0,74200.0,75400.0,74600.0,12686999.0,74247.046875
2021-08-31,76700.0,74300.0,74900.0,76700.0,24630370.0,76337.109375
2021-09-01,77100.0,75900.0,76700.0,76800.0,16114775.0,76436.6328125
2021-09-02,76800.0,75700.0,76800.0,76000.0,15347486.0,75640.421875
2021-09-03,76700.0,76000.0,76400.0,76600.0,12096419.0,76237.5859375
2021-09-06,77600.0,76600.0,76800.0,77300.0,12861180.0,76934.2734375
2021-09-07,77100.0,75900.0,77100.0,76100.0,13239401.0,75739.9453125
2021-09-08,76400.0,75600.0,76000.0,76300.0,11798147.0,75939.0
2021-09-09,76600.0,75000.0,76400.0,75300.0,17600770.0,74943.734375
2021-09-10,75600.0,74800.0,75300.0,75300.0,10103212.0,74943.734375
2021-09-13,76300.0,75100.0,75200.0,76300.0,11397775.0,75939.0
2021-09-14,77700.0,76600.0,77100.0,76600.0,18167057.0,76237.5859375
2021-09-15,77400.0,76400.0,77400.0,77000.0,12829128.0,76635.6875
2021-09-16,77400.0,76100.0,77300.0,76100.0,13067622.0,75739.9453125
2021-09-17,77200.0,75900.0,76300.0,77200.0,16289502.0,76834.7421875
2021-09-23,77600.0,76800.0,77500.0,77400.0,17055590.0,77033.796875
2021-09-24,77700.0,77100.0,77600.0,77300.0,12247274.0,76934.2734375
2021-09-27,77700.0,77000.0,77300.0,77700.0,11699798.0,77332.375
2021-09-28,77800.0,76200.0,77700.0,76300.0,15406382.0,75939.0
2021-09-29,75300.0,73800.0,74800.0,74100.0,23992458.0,74100.0
2021-09-30,74800.0,73700.0,74300.0,74100.0,19919361.0,74100.0
2021-10-01,74000.0,72900.0,73900.0,73200.0,15803395.0,73200.0
2021-10-05,73000.0,71400.0,73000.0,72200.0,24013921.0,72200.0
2021-10-06,72800.0,71200.0,72600.0,71300.0,18956962.0,71300.0
2021-10-07,72100.0,71300.0,71600.0,71600.0,13683532.0,71600.0
2021-10-08,72400.0,71500.0,72300.0,71500.0,14043287.0,71500.0
2021-10-12,70900.0,68700.0,70700.0,69000.0,31001484.0,69000.0
2021-10-13,69600.0,68300.0,68700.0,68800.0,24172015.0,68800.0
2021-10-14,69800.0,68800.0,69000.0,69400.0,19520641.0,69400.0
2021-10-15,71000.0,70000.0,70200.0,70100.0,18051612.0,70100.0
2021-10-18,70300.0,69200.0,70200.0,70200.0,13486391.0,70200.0
2021-10-19,71000.0,70400.0,70800.0,70600.0,9507991.0,70600.0
2021-10-20,71000.0,70200.0,70700.0,70300.0,10151638.0,70300.0
2021-10-21,70600.0,70000.0,70300.0,70200.0,10891094.0,70200.0
2021-10-22,70700.0,70000.0,70000.0,70400.0,8395448.0,70400.0
2021-10-25,70600.0,69500.0,69900.0,70200.0,10029621.0,70200.0
2021-10-26,71500.0,70400.0,70600.0,71100.0,10528252.0,71100.0
2021-10-27,71000.0,70000.0,71000.0,70100.0,10295316.0,70100.0
2021-10-28,72200.0,69500.0,69500.0,70700.0,20644902.0,70700.0
2021-10-29,71600.0,69700.0,71200.0,69800.0,17016151.0,69800.0
2021-11-01,70600.0,69900.0,70200.0,69900.0,11399319.0,69900.0
